user_id,month,year,country,distance
19285,6,2015,Brasil,224
19287,6,2015,Brasil,115
19369,11,2014,Brasil,339
19374,12,2014,Brasil,107
19379,11,2014,Brasil,226
19384,11,2014,Brasil,108
19394,11,2014,Brasil,32
19427,11,2014,Brasil,108
19429,11,2014,Brasil,226
19433,11,2014,Brasil,456
19449,11,2014,Brasil,114
19450,12,2014,Brasil,330
19470,1,2015,Brasil,342
19482,11,2014,Brasil,279
19504,11,2014,Brasil,288
19523,3,2015,Brasil,282
19536,4,2015,Brasil,188
19537,5,2015,Brasil,222
19548,2,2015,Brasil,324
19562,11,2014,Brasil,285
19579,7,2015,Brasil,348
19585,9,2015,Brasil,112
19607,11,2014,Brasil,190
19704,12,2014,Brasil,315
19726,12,2014,Brasil,333
19766,11,2014,Brasil,110
19796,11,2014,Brasil,327
19807,1,2015,Brasil,372
19824,1,2015,Brasil,111
19831,12,2014,Brasil,210
19837,11,2014,Brasil,212
19884,11,2014,Brasil,460
19888,12,2014,Brasil,300
19902,8,2015,Brasil,351
19909,11,2014,Brasil,8
19934,2,2015,Brasil,103
19968,12,2014,Brasil,94
20091,12,2014,Brasil,202
20099,12,2014,Brasil,440
20161,2,2015,Brasil,5
20188,5,2015,Brasil,297
20247,7,2015,Brasil,342
20262,12,2014,Brasil,428
20386,3,2015,Brasil,216
20402,6,2015,Brasil,230
20529,5,2015,Brasil,220
20620,8,2015,Brasil,8
20807,11,2014,Brasil,109
20934,12,2014,Brasil,321
20937,11,2014,Brasil,234
20943,3,2015,Brasil,321
20948,8,2015,Brasil,297
21197,12,2014,Brasil,95
21220,11,2014,Brasil,114
21318,12,2014,Brasil,218
21325,2,2015,Brasil,428
21334,5,2015,Brasil,297
21452,12,2014,Brasil,380
21487,1,2015,Brasil,345
21505,4,2015,Brasil,282
21646,12,2014,Brasil,333
21764,3,2015,Brasil,452
21868,3,2015,Brasil,94
21917,2,2015,Brasil,222
21996,8,2015,Brasil,230
22020,1,2015,Brasil,555
22102,9,2015,Brasil,224
22142,4,2015,Brasil,342
22216,11,2014,Brasil,95
22225,4,2015,Brasil,456
22267,11,2014,Brasil,273
22272,1,2015,Brasil,234
22291,12,2014,Brasil,336
22296,7,2015,Brasil,448
22363,12,2014,Brasil,224
22391,1,2015,Brasil,93
22661,7,2015,Brasil,345
22699,11,2014,Brasil,107
22731,11,2014,Brasil,21
22741,11,2014,Brasil,192
22742,5,2015,Brasil,291
22994,6,2015,Brasil,192
23011,7,2015,Brasil,99
23044,1,2015,Brasil,270
23072,8,2015,Brasil,194
23105,4,2015,Brasil,108
23150,1,2015,Brasil,93
23381,11,2014,Brasil,214
23387,1,2015,Brasil,110
23397,4,2015,Brasil,336
23414,4,2015,Brasil,348
23472,4,2015,Brasil,440
23479,11,2014,Brasil,222
23489,11,2014,Brasil,321
23524,7,2015,Brasil,232
23528,12,2014,Brasil,339
23553,3,2015,Brasil,220
23565,12,2014,Brasil,214
23585,11,2014,Brasil,856
23628,6,2015,Brasil,384
23674,11,2014,Brasil,109
23695,12,2014,Brasil,351
23820,1,2015,Brasil,109
23885,12,2014,Brasil,416
23887,11,2014,Brasil,351
23905,11,2014,Brasil,220
24037,2,2015,Brasil,333
24125,2,2015,Brasil,208
24236,4,2015,Brasil,226
24280,3,2015,Brasil,432
24291,5,2015,Brasil,366
24297,3,2015,Brasil,216
24327,4,2015,Brasil,90
24342,12,2014,Brasil,279
24504,3,2015,Brasil,208
24542,12,2014,Brasil,113
24550,5,2015,Brasil,121
24570,11,2014,Brasil,624
24675,8,2015,Brasil,540
24677,11,2014,Brasil,330
24744,3,2015,Brasil,470
24757,12,2014,Brasil,122
24819,7,2015,Brasil,412
24827,11,2014,Brasil,282
24881,11,2014,Brasil,113
24885,12,2014,Brasil,214
25190,2,2015,Brasil,192
25226,11,2014,Brasil,188
25299,7,2015,Brasil,440
25549,11,2014,Brasil,555
25575,1,2015,Brasil,186
25612,12,2014,Brasil,214
26120,11,2014,Brasil,530
26193,12,2014,Brasil,112
26202,11,2014,Brasil,113
26222,1,2015,Brasil,111
26348,11,2014,Brasil,118
26385,12,2014,Brasil,372
26395,2,2015,Brasil,575
26403,11,2014,Brasil,348
26405,11,2014,Brasil,222
26520,12,2014,Brasil,285
26752,12,2014,Brasil,212
26766,8,2015,Brasil,123
26778,4,2015,Brasil,105
26787,11,2014,Brasil,464
26827,11,2014,Brasil,424
26900,2,2015,Brasil,222
26961,12,2014,Brasil,318
27008,6,2015,Brasil,198
27028,11,2014,Brasil,94
27111,12,2014,Brasil,336
27122,11,2014,Brasil,98
27130,11,2014,Brasil,236
27285,2,2015,Brasil,376
27306,3,2015,Brasil,94
27327,1,2015,Brasil,345
27350,7,2015,Brasil,116
27622,3,2015,Brasil,444
27626,11,2014,Brasil,111
27681,11,2014,Brasil,117
27777,12,2014,Brasil,318
28182,9,2015,Brasil,336
28202,12,2014,Brasil,104
28821,1,2015,Brasil,111
28889,11,2014,Brasil,7
28932,12,2014,Brasil,76
29401,6,2015,Brasil,336
29442,12,2014,Brasil,436
29483,11,2014,Brasil,95
29500,9,2015,Brasil,111
29501,12,2014,Brasil,330
29507,3,2015,Brasil,94
29901,11,2014,Brasil,113
29958,11,2014,Brasil,226
30052,4,2015,Brasil,432
30071,1,2015,Brasil,330
30073,3,2015,Brasil,432
30368,4,2015,Brasil,188
30600,11,2014,Brasil,210
30779,2,2015,Brasil,2073
30863,11,2014,Brasil,465
31103,1,2015,Brasil,85
31179,1,2015,Brasil,115
31398,1,2015,Brasil,444
31460,1,2015,Brasil,4
31500,12,2014,Brasil,333
31555,12,2014,Brasil,212
31870,12,2014,Brasil,107
31921,12,2014,Brasil,96
31973,12,2014,Brasil,424
32013,12,2014,Brasil,111
32033,12,2014,Brasil,416
32080,3,2015,Brasil,190
32183,5,2015,Brasil,242
32194,7,2015,Brasil,297
32218,2,2015,Brasil,342
32346,6,2015,Brasil,327
32453,1,2015,Brasil,424
32458,12,2014,Brasil,336
32509,4,2015,Brasil,106
32628,12,2014,Brasil,109
32722,12,2014,Brasil,452
32725,12,2014,Brasil,244
32734,4,2015,Brasil,464
33004,2,2015,Brasil,110
33029,8,2015,Brasil,288
33140,4,2015,Brasil,366
33243,12,2014,Brasil,318
33245,12,2014,Brasil,95
33252,1,2015,Brasil,228
33263,12,2014,Brasil,356
33272,2,2015,Brasil,327
33325,12,2014,Brasil,282
33336,12,2014,Brasil,376
33358,9,2015,Brasil,594
33359,12,2014,Brasil,122
33388,2,2015,Brasil,333
33433,12,2014,Brasil,214
33464,3,2015,Brasil,238
33698,12,2014,Brasil,83
33773,7,2015,Brasil,93
33778,12,2014,Brasil,93
33801,1,2015,Brasil,95
33810,1,2015,Brasil,484
33990,12,2014,Brasil,8
34099,12,2014,Brasil,1
34392,1,2015,Brasil,186
34595,2,2015,Brasil,112
34606,4,2015,Brasil,102
34627,9,2015,Brasil,220
34637,3,2015,Brasil,94
34638,12,2014,Brasil,288
34690,12,2014,Brasil,428
34701,1,2015,Brasil,108
34727,12,2014,Brasil,1498
34788,12,2014,Brasil,111
34789,8,2015,Brasil,354
34817,12,2014,Brasil,40
34845,8,2015,Brasil,448
35108,12,2014,Brasil,121
35146,6,2015,Brasil,444
35213,5,2015,Brasil,232
35520,12,2014,Brasil,111
35527,4,2015,Brasil,93
35810,12,2014,Brasil,288
36705,3,2015,Brasil,339
40212,1,2015,Brasil,270
43624,7,2015,Brasil,279
