user_id,MONTH,YEAR,distance,COUNT
326228,10,2015,600,1
326228,11,2015,3000,5
326228,12,2015,610,1
326244,11,2015,623,2
326246,10,2015,1764,1
326255,10,2015,440,1
326263,10,2015,1176,1
326263,11,2015,1168,1
326278,1,2016,158,1
326278,10,2015,1302,2
326278,11,2015,71,1
326278,12,2015,151,2
326282,10,2015,212,1
326289,10,2015,1197,1
326290,10,2015,1224,2
326291,10,2015,600,1
326291,11,2015,3000,5
326291,12,2015,610,1
326296,10,2015,345,1
326319,10,2015,43,2
326319,11,2015,358,6
326327,10,2015,552,1
326340,10,2015,590,2
326340,11,2015,2360,8
326340,12,2015,1190,4
326342,12,2015,512,1
326352,10,2015,294,1
326352,11,2015,168,1
326354,10,2015,480,1
326354,11,2015,3000,5
326354,12,2015,610,1
326359,10,2015,522,1
326373,10,2015,600,1
326373,11,2015,2390,5
326373,12,2015,1210,2
326377,10,2015,600,1
326377,11,2015,2400,4
326377,12,2015,1159,2
326380,11,2015,68,1
326381,10,2015,600,1
326381,11,2015,2940,5
326381,12,2015,610,1
326386,11,2015,1383,4
326395,12,2015,1405,1
326413,10,2015,256,1
326424,10,2015,256,1
326427,10,2015,256,1
326430,10,2015,40,1
326441,10,2015,208,1
326446,10,2015,256,1
326449,10,2015,208,1
326452,10,2015,416,1
326453,10,2015,56,1
326464,10,2015,256,1
326465,10,2015,208,1
326469,10,2015,224,1
326470,10,2015,480,1
326477,10,2015,240,1
326480,10,2015,364,1
326482,11,2015,160,1
326484,10,2015,240,1
326487,10,2015,252,2
326488,10,2015,320,1
326488,11,2015,150,1
326491,10,2015,208,1
326496,10,2015,496,1
326498,10,2015,240,1
326506,10,2015,224,1
326507,10,2015,296,1
326507,12,2015,1456,5
326508,10,2015,208,1
326509,10,2015,256,1
326515,10,2015,240,1
326516,10,2015,656,1
326517,10,2015,240,1
326523,10,2015,88,1
326528,10,2015,256,1
326533,10,2015,208,1
326538,10,2015,164,1
326538,11,2015,336,1
326542,10,2015,176,1
326544,10,2015,208,1
326546,10,2015,224,1
326548,10,2015,240,1
326553,10,2015,224,1
326556,10,2015,416,1
326557,10,2015,176,1
326562,10,2015,48,2
326562,11,2015,216,2
326564,10,2015,176,1
326570,10,2015,656,1
326575,10,2015,56,1
326579,10,2015,42,1
326580,10,2015,36,1
326591,10,2015,56,1
326595,10,2015,656,1
326599,10,2015,240,1
326601,10,2015,132,1
326604,10,2015,416,1
326605,10,2015,176,1
326609,10,2015,240,1
326620,10,2015,320,1
326623,10,2015,240,1
326629,10,2015,416,1
326631,10,2015,656,1
326633,10,2015,240,1
326633,11,2015,120,1
326634,10,2015,154,1
326642,10,2015,134,1
326643,10,2015,176,1
326649,10,2015,240,1
326656,10,2015,416,1
326657,10,2015,176,1
326667,10,2015,154,1
326677,10,2015,656,1
326678,10,2015,240,1
326680,10,2015,416,1
326689,10,2015,110,1
326693,10,2015,248,1
326695,10,2015,444,1
326701,10,2015,176,1
326706,10,2015,230,1
326707,10,2015,198,1
326711,10,2015,552,1
326714,11,2015,152,1
326717,10,2015,396,1
326727,10,2015,132,1
326729,10,2015,238,1
326739,10,2015,64,1
326745,10,2015,468,1
326745,11,2015,483,1
326745,12,2015,158,1
326754,10,2015,136,1
326755,10,2015,264,1
326757,11,2015,88,1
