user_id,YEAR,MONTH,distance,count
3422,2015,11,99,1
3432,2015,9,561,5
3440,2014,6,187,1
3473,2015,8,800,7
3473,2015,9,785,7
3473,2015,10,879,8
3473,2015,11,669,5
3483,2014,6,109,1
3506,2014,6,109,1
3506,2015,10,216,2
3506,2015,11,215,2
3513,2015,4,274,3
3513,2015,10,198,2
3518,2014,7,200,1
3544,2015,10,428,2
3578,2014,6,155,1
3584,2015,5,480,2
3584,2015,8,158,1
3584,2015,9,158,1
3584,2015,10,158,1
3585,2015,5,157,1
3585,2015,9,105,1
3593,2014,12,353,3
3593,2015,1,110,1
3593,2015,11,213,2
3613,2014,7,204,1
3624,2015,9,906,2
3650,2015,4,146,1
3650,2015,5,286,2
3650,2015,7,288,1
3650,2015,10,148,1
3650,2015,12,144,1
3663,2014,6,253,1
3664,2014,6,256,1
3664,2015,10,110,1
3669,2014,6,512,1
3675,2015,3,241,2
3675,2015,8,113,1
3675,2015,12,127,1
3728,2015,8,236,1
3732,2014,6,253,1
3736,2014,9,159,1
3740,2014,6,220,1
3740,2015,1,203,2
3740,2015,2,486,3
3740,2015,3,576,3
3740,2015,5,192,2
3740,2015,6,234,1
3740,2015,7,576,4
3740,2015,8,196,1
3740,2015,9,575,4
3740,2015,10,220,1
3740,2015,11,854,4
3758,2014,7,291,1
3771,2014,6,155,1
3774,2014,6,95,1
3774,2015,4,101,1
3779,2014,6,185,1
3780,2015,1,95,1
3780,2015,8,115,1
3795,2014,6,212,1
3796,2015,9,144,1
3815,2014,12,238,1
3816,2014,6,190,1
3826,2014,6,155,1
3830,2015,4,101,1
3833,2015,1,112,1
3835,2015,6,295,1
3835,2015,8,590,2
3837,2015,7,101,1
3858,2015,9,62,2
3858,2015,11,65,1
3871,2015,4,146,2
3871,2015,5,62,1
3871,2015,6,77,1
3871,2015,7,77,1
3871,2015,10,320,1
3871,2015,11,157,2
3892,2014,7,99,1
3892,2015,12,478,2
3898,2014,7,433,1
3898,2014,8,268,1
3898,2015,5,1188,2
3898,2015,8,966,1
3898,2015,10,76,1
3930,2015,2,170,1
3932,2015,2,107,1
3932,2015,4,221,2
3932,2015,5,113,1
3939,2014,6,62,1
3940,2014,9,238,1
3948,2014,12,107,1
3948,2015,3,666,4
3948,2015,4,540,4
3948,2015,5,1497,12
3948,2015,6,766,5
3948,2015,7,232,2
3948,2015,8,110,1
3948,2015,9,356,3
3948,2015,10,778,7
3948,2015,11,467,4
3948,2015,12,96,1
3948,2016,1,122,1
3953,2015,7,440,1
3958,2015,10,215,1
3963,2014,10,87,1
3963,2014,11,290,3
3963,2015,3,190,2
3963,2015,4,198,2
3963,2015,5,363,4
3963,2015,6,540,6
3963,2015,8,359,4
3963,2015,9,81,1
3965,2015,5,101,1
3968,2014,6,84,1
3970,2014,6,84,1
3977,2014,7,585,1
3984,2015,9,101,1
3986,2015,12,93,1
3988,2014,6,98,1
3991,2014,9,500,1
3991,2015,10,273,2
4007,2014,6,73,1
4019,2014,6,106,1
4028,2014,6,236,1
4033,2015,11,94,1
4035,2015,2,452,1
4043,2014,6,95,1
4043,2015,5,101,1
4043,2015,6,101,1
4043,2015,8,101,1
4043,2015,9,101,1
4046,2014,6,315,1
4054,2014,6,55,1
4054,2015,1,55,1
4054,2015,4,53,1
4056,2014,6,459,1
4060,2014,6,99,1
4089,2014,6,315,1
4097,2015,12,108,1
4098,2014,6,203,1
4102,2014,6,315,1
4109,2014,8,155,1
4111,2014,10,105,1
4111,2014,11,106,1
4118,2015,5,1124,2
4127,2014,7,210,1
4128,2014,6,11,1
4138,2014,6,250,1
4139,2014,6,237,1
4140,2014,6,303,1
4140,2015,9,266,2
4140,2015,10,183,2
4145,2014,6,103,1
4148,2014,6,230,1
4152,2014,6,98,1
4166,2014,6,105,1
4167,2014,6,582,1
4168,2014,6,98,1
4172,2014,6,155,1
4172,2015,5,116,1
4172,2015,9,156,1
4173,2014,6,806,1
4173,2014,7,854,1
4174,2015,4,148,1
4174,2015,5,96,1
4175,2015,5,118,1
4175,2015,10,113,1
4176,2015,4,114,1
4177,2014,6,250,1
4177,2015,1,237,1
4177,2015,2,247,1
4178,2014,6,98,1
4179,2014,6,252,1
4180,2015,5,124,1
4190,2014,6,237,1
4192,2015,2,259,1
4192,2015,7,300,3
4192,2015,8,112,1
4192,2015,9,348,3
4192,2015,10,229,2
4192,2015,11,236,1
4199,2015,2,632,6
4199,2015,12,872,2
4199,2016,1,435,1
4207,2014,6,155,1
4207,2014,8,155,1
4208,2014,6,94,1
4211,2014,7,137,1
4213,2015,11,384,2
4215,2014,6,98,1
4216,2015,4,101,1
4216,2015,5,100,1
4216,2015,11,101,1
4219,2014,6,244,1
4219,2015,10,234,1
4223,2015,8,470,3
4223,2015,9,314,2
4237,2014,6,924,1
4250,2015,9,128,1
4256,2014,6,223,1
4256,2015,4,103,1
4256,2015,8,198,1
4256,2015,9,54,1
4256,2015,10,56,1
4256,2015,11,95,1
4265,2014,11,118,1
4265,2014,12,103,1
4265,2015,1,245,2
4265,2015,2,661,6
4265,2015,3,314,3
4265,2015,4,201,2
4265,2015,6,115,1
4265,2015,7,113,1
4265,2015,12,113,1
4266,2014,6,16,1
4267,2014,6,223,1
4267,2015,11,109,1
4273,2015,10,156,1
4280,2015,8,238,1
4280,2015,10,558,2
4280,2015,12,236,1
4282,2014,7,99,1
4301,2014,9,5641,5
4301,2014,10,595,3
4301,2014,11,7391,9
4301,2014,12,1665,3
4304,2014,7,99,1
4307,2014,7,912,1
4312,2014,7,874,1
4313,2014,7,105,1
4313,2014,8,100,1
4318,2015,10,143,1
4336,2014,7,207,2
4336,2014,12,585,1
4361,2014,7,1072,1
4362,2014,7,106,1
4369,2014,7,904,2
4377,2014,7,106,1
4377,2015,9,543,2
4377,2015,10,1086,4
4377,2015,11,272,1
4380,2014,7,536,1
4382,2014,7,456,1
4386,2015,6,144,1
4392,2014,7,456,1
4395,2014,7,257,1
4412,2015,11,208,2
4419,2014,7,323,1
4426,2015,9,214,1
4426,2015,10,134,1
4426,2015,11,427,2
4433,2014,7,1311,3
4433,2014,8,438,1
4433,2014,11,430,1
4436,2014,7,190,2
4439,2014,7,316,1
4439,2015,5,232,1
4439,2015,6,343,3
4443,2014,7,144,1
4443,2015,5,290,2
4443,2015,6,118,1
4443,2015,7,370,3
4443,2015,8,224,2
4443,2015,9,453,4
4443,2015,11,514,4
4443,2015,12,518,4
4445,2014,10,143,1
4455,2015,5,101,1
4455,2015,11,204,1
4457,2014,7,90,1
4461,2015,10,108,1
4461,2015,11,107,1
4461,2015,12,214,2
4469,2014,7,249,1
4475,2014,7,249,1
4475,2014,8,500,2
4476,2014,12,537,5
4482,2015,8,99,1
4482,2015,9,101,1
4487,2014,12,672,3
4488,2015,4,202,2
4488,2015,6,101,1
4497,2015,6,101,1
4497,2015,10,101,1
4535,2014,7,319,1
4535,2014,8,316,1
4535,2014,11,316,1
4540,2014,7,319,1
4547,2014,7,321,1
4548,2014,7,930,1
4552,2014,7,250,1
4553,2014,7,250,1
4556,2014,7,250,1
4561,2014,7,315,3
4562,2014,7,318,1
4565,2015,10,146,1
4566,2014,7,582,2
4582,2014,11,209,2
4582,2014,12,111,1
4582,2015,1,109,1
4582,2015,2,537,5
4582,2015,3,1949,18
4582,2015,4,334,3
4582,2015,5,872,8
4582,2015,6,351,3
4582,2015,8,1143,10
4582,2015,9,636,6
4582,2015,10,1244,11
4582,2015,11,2082,19
4601,2014,7,438,1
4618,2014,7,291,1
4633,2015,10,404,1
4635,2014,11,216,1
4650,2014,7,317,1
4656,2014,12,225,2
4656,2015,3,107,1
4656,2015,5,203,2
4656,2015,6,429,4
4656,2015,10,926,4
4656,2015,11,678,3
4656,2015,12,874,4
4664,2015,4,158,1
4672,2014,7,235,3
4673,2014,7,227,1
4678,2015,9,316,1
4678,2015,12,158,1
4683,2015,8,112,1
4683,2015,9,414,4
4685,2014,7,256,3
4686,2014,7,256,3
4686,2015,1,37,1
4687,2014,7,433,1
4687,2014,8,274,1
4687,2014,9,198,1
4688,2014,7,86,1
4689,2014,7,435,1
4697,2014,7,496,2
4697,2015,10,101,1
4722,2014,12,421,4
4722,2015,1,339,3
4722,2015,2,189,2
4722,2015,3,406,4
4722,2015,4,529,5
4722,2015,5,213,2
4722,2015,7,655,6
4722,2015,8,621,5
4722,2015,9,1065,7
4722,2015,10,680,6
4722,2015,11,357,3
4722,2015,12,226,2
4738,2014,7,435,1
4742,2014,7,544,2
4742,2014,8,312,3
4742,2014,9,843,2
4742,2014,10,448,2
4742,2014,11,829,5
4742,2014,12,219,2
4742,2015,2,2129,4
4742,2015,3,1416,9
4742,2015,4,468,5
4742,2015,8,103,1
4742,2015,9,1438,6
4742,2015,10,233,1
4742,2015,11,709,2
4743,2014,7,315,1
4756,2014,7,1736,2
4758,2014,7,888,1
4761,2014,7,150,1
4761,2015,11,315,2
4764,2014,7,104,1
4784,2014,7,1287,1
4785,2014,7,877,2
4790,2014,7,436,1
4793,2014,7,872,1
4795,2014,7,257,1
4802,2015,1,157,1
4804,2014,9,614,1
4804,2014,10,1254,2
4808,2014,7,1308,1
4811,2015,6,236,1
4811,2015,10,238,1
4821,2015,7,109,1
4822,2014,7,436,1
4828,2014,7,869,2
4828,2015,11,429,4
4828,2015,12,228,2
4832,2014,7,1732,1
4834,2014,7,1735,4
4845,2015,7,289,2
4845,2015,9,146,1
4850,2014,7,570,2
4851,2015,7,202,2
4855,2014,7,1301,2
4857,2014,7,435,1
4866,2014,7,293,1
4870,2014,7,586,1
4890,2014,7,459,1
4897,2014,7,864,2
4898,2014,7,311,1
4900,2014,12,294,1
4901,2014,7,866,1
4902,2014,7,1088,2
4904,2014,11,863,2
4905,2014,7,294,1
4915,2014,7,470,1
4965,2014,7,171,1
4973,2015,6,101,1
4979,2015,6,122,1
4981,2014,7,802,1
5034,2015,7,210,2
5034,2015,9,227,2
5034,2015,10,335,3
5054,2015,8,413,4
5054,2015,9,648,6
5054,2015,10,564,5
5054,2015,11,302,3
5054,2015,12,516,5
5054,2016,1,114,1
5063,2014,11,4,1
5075,2014,7,102,1
5075,2015,8,303,3
5083,2014,7,137,1
5095,2015,8,158,1
5098,2014,7,294,2
5100,2014,7,306,1
5104,2015,12,382,1
5116,2014,7,942,2
5119,2014,7,470,1
5125,2014,7,153,1
5146,2014,7,7,1
5151,2014,7,874,1
5157,2014,7,180,1
5160,2014,7,404,1
5160,2015,10,618,1
5170,2015,9,90,1
5172,2014,7,70,1
5186,2015,7,475,1
5194,2014,7,101,1
5203,2014,7,155,1
5203,2015,6,310,1
5212,2014,7,170,2
5212,2014,11,1248,3
5212,2015,3,11,1
5213,2014,7,155,1
5218,2015,12,224,1
5223,2014,10,96,1
5223,2015,8,112,1
5223,2015,9,113,1
5245,2014,7,153,1
5252,2014,7,433,1
5253,2014,7,433,1
5264,2014,7,233,1
5267,2014,7,448,1
5268,2014,7,224,1
5272,2014,7,224,1
5275,2015,9,96,1
5283,2014,7,104,1
5293,2014,8,100,1
5293,2015,10,246,1
5293,2015,12,259,1
5293,2016,1,260,1
5307,2015,5,143,1
5307,2015,6,160,1
5307,2015,8,287,2
5307,2015,9,721,3
5307,2015,10,1871,6
5307,2015,11,748,3
5314,2014,7,55,1
5319,2014,7,396,1
5319,2014,8,318,2
5320,2014,7,103,1
5343,2014,11,433,1
5343,2015,4,109,1
5343,2015,11,452,4
5345,2015,10,101,1
5359,2014,7,446,1
5380,2014,8,390,1
5380,2014,9,36,1
5380,2014,10,1958,8
5380,2014,11,2127,8
5380,2014,12,1835,4
5380,2015,1,1580,4
5380,2015,2,841,8
5380,2015,3,2112,9
5380,2015,4,2975,10
5380,2015,5,495,7
5380,2015,6,40,1
5380,2015,8,501,1
5380,2015,9,1094,4
5380,2015,10,87,2
5380,2015,12,43,1
5383,2015,12,107,1
5386,2015,9,113,1
5390,2014,7,199,2
5390,2014,8,97,1
5409,2015,1,106,1
5409,2015,8,221,2
5429,2014,7,122,1
5436,2014,7,122,1
5436,2014,12,216,2
5436,2015,1,237,2
5436,2015,2,554,5
5436,2015,3,542,5
5436,2015,4,215,2
5436,2015,5,550,5
5436,2015,6,223,2
5436,2015,7,338,3
5436,2015,8,883,8
5436,2015,9,650,6
5436,2015,10,656,6
5436,2015,11,1208,11
5436,2015,12,878,8
5439,2014,7,122,1
5439,2014,12,95,1
5439,2015,3,95,1
5439,2015,5,209,2
5439,2015,7,123,1
5439,2015,8,114,1
5453,2014,7,224,1
5484,2014,7,260,1
5485,2015,6,115,1
5495,2014,7,405,1
5498,2014,7,184,1
5507,2014,7,100,1
5507,2014,11,207,2
5507,2014,12,104,1
5507,2015,9,109,1
5510,2014,7,148,1
5510,2014,8,148,1
5510,2014,10,159,1
5512,2014,7,99,1
5512,2015,9,112,1
5512,2015,12,487,3
5517,2014,7,260,1
5520,2014,7,184,1
5539,2014,8,466,4
5539,2014,12,839,4
5539,2015,3,174,3
5539,2015,4,124,4
5539,2015,5,12,1
5539,2015,6,1057,5
5539,2015,8,39,1
5539,2015,9,480,2
5539,2015,10,179,3
5545,2014,7,160,1
5549,2014,12,158,1
5550,2014,7,105,1
5552,2015,9,330,1
5556,2014,7,99,1
5556,2015,7,92,1
5556,2015,8,153,2
5556,2015,9,55,1
5556,2015,10,134,1
5562,2014,11,84,1
5577,2014,7,200,1
5577,2015,7,372,1
5578,2014,7,279,1
5578,2015,11,323,3
5578,2015,12,107,1
5579,2014,7,378,2
5580,2014,7,583,1
5599,2014,10,95,1
5599,2014,11,97,1
5601,2014,7,2264,2
5612,2014,8,956,6
5612,2014,9,243,4
5612,2014,10,958,9
5612,2014,11,652,6
5612,2014,12,1448,1
5612,2015,1,393,3
5612,2015,2,356,3
5612,2015,3,508,2
5612,2015,5,98,1
5612,2015,6,101,1
5612,2015,8,101,2
5612,2015,11,415,1
5618,2015,9,101,1
5640,2015,4,112,1
5646,2014,7,548,1
5647,2014,7,100,1
5652,2015,8,474,2
5652,2015,11,229,1
5654,2015,3,43,2
5658,2014,7,276,1
5664,2014,9,746,13
5664,2014,10,1412,10
5664,2014,11,915,5
5664,2014,12,802,2
5664,2015,1,502,5
5664,2015,2,209,1
5664,2015,3,417,8
5664,2015,4,62,2
5664,2015,5,849,3
5664,2015,6,333,1
5664,2015,7,1071,2
5664,2015,8,48,2
5664,2015,9,49,1
5664,2015,10,2817,8
5664,2015,11,682,1
5677,2014,7,99,1
5677,2015,8,108,1
5677,2015,12,193,2
5684,2014,7,100,1
5684,2014,8,199,2
5684,2014,9,291,3
